,sequence,frame,x,y,player
1773,54,38209,778,202,player_B
1774,54,38210,730,195,player_B
1775,54,38211,681,187,player_B
1776,54,38212,635,178,player_B
1777,54,38213,588,169,player_B
1778,54,38214,545,160,player_B
1779,54,38215,499,149,player_B
1780,54,38216,455,138,player_B
1781,54,38217,414,135,player_B
1782,54,38218,362,148,player_B
1783,54,38219,325,157,player_B
1784,54,38220,279,167,player_B
1785,54,38221,233,178,player_B
1786,54,38222,192,187,player_B
1787,54,38223,150,196,player_B
1788,54,38226,27,215,player_B
1789,54,38227,162,354,player_B
1790,54,38228,274,269,player_B
1791,55,40386,871,253,player_A
1792,55,40387,878,246,player_A
1793,55,40388,882,240,player_A
1794,55,40389,888,232,player_A
1795,55,40390,893,226,player_A
1796,55,40391,898,218,player_A
1797,55,40392,903,210,player_A
1798,55,40393,908,203,player_A
1799,55,40394,913,194,player_A
1800,55,40395,918,187,player_A
1801,55,40396,923,178,player_A
1802,55,40397,928,169,player_A
1803,55,40398,933,160,player_A
1804,55,40399,938,151,player_A
1805,55,40400,943,141,player_A
1806,55,40401,947,135,player_A
1807,55,40402,954,143,player_A
1808,55,40403,959,150,player_A
1809,55,40404,965,158,player_A
1810,55,40405,970,166,player_A
1811,55,40406,976,173,player_A
1812,55,40407,981,180,player_A
1813,55,40408,987,187,player_A
1814,55,40409,993,194,player_A
1815,55,40410,998,200,player_A
1816,55,40411,1004,205,player_A
1817,55,40412,1009,212,player_A
1818,55,40413,1015,217,player_A
1819,56,41720,1228,141,player_B
1820,56,41721,1208,138,player_B
1821,56,41722,1188,135,player_B
1822,56,41723,1169,131,player_B
1823,56,41724,1151,132,player_B
1824,56,41725,1137,140,player_B
1825,56,41726,1122,146,player_B
1826,56,41727,1108,153,player_B
1827,56,41728,1093,160,player_B
1828,56,41729,1080,166,player_B
1829,56,41730,1066,172,player_B
1830,56,41731,1052,178,player_B
1831,56,41732,1039,183,player_B
1832,56,41733,1026,188,player_B
1833,56,41734,1013,192,player_B
1834,56,41735,1000,196,player_B
1835,56,41742,917,218,player_B
1836,56,41743,906,219,player_B
1837,56,41744,897,221,player_B
1838,56,41745,884,223,player_B
1839,56,41746,874,224,player_B
1840,56,41747,864,224,player_B
1841,56,41748,853,225,player_B
1842,56,41749,844,225,player_B
1843,56,41750,834,225,player_B
1844,56,41751,825,225,player_B
1845,56,41752,815,225,player_B
1846,56,41753,806,224,player_B
1847,56,41754,796,224,player_B
1848,56,41755,787,223,player_B
1849,56,41756,779,222,player_B
1850,56,41757,770,221,player_B
1851,56,41763,723,208,player_B
1852,56,41764,715,205,player_B
1853,56,41765,708,202,player_B
1854,56,41766,701,200,player_B
1855,56,41767,695,204,player_B
1856,56,41768,691,208,player_B
1857,56,41769,686,214,player_B
1858,56,41770,681,218,player_B
1859,56,41771,676,223,player_B
1860,56,41772,672,227,player_B
1861,56,41773,666,231,player_B
1862,56,41774,662,234,player_B
1863,56,41775,658,238,player_B
1864,56,41776,654,241,player_B
1865,56,41777,650,244,player_B
1866,56,41778,646,246,player_B
1867,57,41811,862,301,player_A
1868,57,41812,876,301,player_A
1869,57,41813,889,300,player_A
1870,57,41814,901,299,player_A
1871,57,41815,914,297,player_A
1872,57,41816,928,296,player_A
1873,57,41817,941,293,player_A
1874,57,41818,954,291,player_A
1875,57,41819,967,289,player_A
1876,57,41820,980,285,player_A
1877,57,41821,992,283,player_A
1878,57,41822,1005,279,player_A
1879,57,41823,1018,276,player_A
1880,57,41824,1030,272,player_A
1881,57,41825,1044,267,player_A
1882,57,41826,1056,263,player_A
1883,57,41835,1164,214,player_A
1884,57,41836,1176,207,player_A
1885,57,41837,1188,200,player_A
1886,57,41838,1200,194,player_A
1887,57,41839,1213,196,player_A
1888,57,41840,1228,201,player_A
1889,57,41841,1243,205,player_A
1890,57,41842,1258,210,player_A
1891,57,41843,1275,215,player_A
1892,57,41844,1287,218,player_A
1893,57,41845,1304,223,player_A
1894,57,41846,1319,226,player_A
1895,57,41847,1335,228,player_A
1896,57,41848,1350,230,player_A
1897,57,41849,1363,233,player_A
1898,57,41850,1376,235,player_A
1899,58,41868,1014,281,player_B
1900,58,41869,978,281,player_B
1901,58,41870,941,280,player_B
1902,58,41871,902,278,player_B
1903,58,41872,866,277,player_B
1904,58,41873,831,274,player_B
1905,58,41874,797,270,player_B
1906,58,41875,765,266,player_B
1907,58,41876,734,263,player_B
1908,58,41877,700,257,player_B
1909,58,41878,672,252,player_B
1910,58,41879,640,247,player_B
1911,58,41880,611,240,player_B
1912,58,41881,586,235,player_B
1913,58,41882,557,227,player_B
1914,58,41883,530,223,player_B
1915,58,41884,505,230,player_B
1916,58,41885,476,239,player_B
1917,58,41886,449,246,player_B
1918,58,41887,424,254,player_B
1919,58,41891,312,745,player_B
1920,58,41892,298,279,player_B
1921,59,44213,919,209,player_B
1922,59,44214,908,210,player_B
1923,59,44215,897,210,player_B
1924,59,44216,886,210,player_B
1925,59,44217,874,210,player_B
1926,59,44218,862,209,player_B
1927,59,44219,852,208,player_B
1928,59,44220,841,207,player_B
1929,59,44221,831,206,player_B
1930,59,44222,820,204,player_B
1931,59,44223,810,202,player_B
1932,59,44224,800,200,player_B
1933,59,44225,789,198,player_B
1934,59,44226,779,195,player_B
1935,59,44227,770,193,player_B
1936,59,44228,760,189,player_B
1937,59,44233,715,172,player_B
1938,59,44234,706,167,player_B
1939,59,44235,698,162,player_B
1940,59,44236,689,162,player_B
1941,59,44237,681,168,player_B
1942,59,44238,671,174,player_B
1943,59,44239,663,179,player_B
1944,59,44240,655,185,player_B
1945,59,44241,647,190,player_B
1946,59,44242,639,195,player_B
1947,59,44243,631,199,player_B
1948,59,44244,623,204,player_B
1949,59,44245,615,208,player_B
1950,59,44246,607,212,player_B
1951,59,44247,600,215,player_B
1952,59,44248,592,219,player_B
1953,60,44274,829,246,player_A
1954,60,44275,849,244,player_A
1955,60,44276,869,241,player_A
1956,60,44277,890,238,player_A
1957,60,44278,909,235,player_A
1958,60,44279,930,232,player_A
1959,60,44280,950,227,player_A
1960,60,44281,970,223,player_A
1961,60,44282,990,218,player_A
1962,60,44283,1009,214,player_A
1963,60,44284,1030,208,player_A
1964,60,44285,1050,202,player_A
1965,60,44286,1069,196,player_A
1966,60,44287,1088,190,player_A
1967,60,44288,1108,183,player_A
1968,60,44289,1127,176,player_A
1969,60,44292,1184,154,player_A
1970,60,44293,1204,145,player_A
1971,60,44294,1221,137,player_A
1972,60,44295,1240,129,player_A
1973,60,44296,1258,132,player_A
1974,60,44297,1274,138,player_A
1975,60,44298,1291,144,player_A
1976,60,44299,1308,149,player_A
1977,60,44300,1325,155,player_A
1978,60,44301,1342,159,player_A
1979,60,44302,1359,165,player_A
1980,60,44303,1376,169,player_A
1981,60,44304,1392,173,player_A
1982,60,44305,1407,177,player_A
1983,60,44306,1386,185,player_A
1984,60,44307,1356,191,player_A
1985,61,44318,997,251,player_B
1986,61,44319,970,253,player_B
1987,61,44320,941,255,player_B
1988,61,44321,918,256,player_B
1989,61,44322,891,257,player_B
1990,61,44323,865,257,player_B
1991,61,44324,842,257,player_B
1992,61,44325,818,257,player_B
1993,61,44326,795,256,player_B
1994,61,44327,773,255,player_B
1995,61,44328,752,254,player_B
1996,61,44329,732,252,player_B
1997,61,44330,710,250,player_B
1998,61,44331,689,247,player_B
1999,61,44332,670,246,player_B
2000,61,44333,651,242,player_B
2001,61,44338,562,223,player_B
2002,61,44339,546,220,player_B
2003,61,44340,530,215,player_B
2004,61,44341,515,212,player_B
2005,61,44342,496,217,player_B
2006,61,44343,482,224,player_B
2007,61,44344,466,230,player_B
2008,61,44345,453,238,player_B
2009,61,44348,410,254,player_B
2010,61,44351,440,265,player_B
2011,61,44353,480,275,player_B
2012,62,44368,820,280,player_A
2013,62,44369,844,277,player_A
2014,62,44370,869,275,player_A
2015,62,44371,894,271,player_A
2016,62,44372,919,268,player_A
2017,62,44373,943,264,player_A
2018,62,44374,968,259,player_A
2019,62,44375,992,254,player_A
2020,62,44376,1016,249,player_A
2021,62,44377,1042,242,player_A
2022,62,44378,1067,236,player_A
2023,62,44379,1091,230,player_A
2024,62,44380,1116,223,player_A
2025,62,44381,1141,216,player_A
2026,62,44382,1166,208,player_A
2027,62,44383,1193,200,player_A
2028,62,44388,1314,153,player_A
2029,62,44389,1336,144,player_A
2030,62,44390,1359,134,player_A
2031,62,44391,1384,123,player_A
2032,62,44392,1409,120,player_A
2033,62,44393,1436,126,player_A
2034,62,44394,1461,132,player_A
2035,62,44395,1490,138,player_A
2036,62,44396,1515,143,player_A
2037,62,44400,1578,745,player_A
2038,62,44401,1593,151,player_A
2039,62,44402,1601,144,player_A
2040,62,44403,1608,132,player_A
2041,63,45695,920,238,player_B
2042,63,45696,911,238,player_B
2043,63,45697,903,239,player_B
2044,63,45698,895,239,player_B
2045,63,45699,886,238,player_B
2046,63,45700,880,238,player_B
2047,63,45701,872,236,player_B
2048,63,45702,865,235,player_B
2049,63,45703,858,234,player_B
2050,63,45704,850,232,player_B
2051,63,45705,843,230,player_B
2052,63,45706,835,228,player_B
2053,63,45707,828,226,player_B
2054,63,45708,821,224,player_B
2055,63,45709,813,221,player_B
2056,63,45710,806,219,player_B
2057,63,45718,753,190,player_B
2058,63,45719,747,186,player_B
2059,63,45720,741,181,player_B
2060,63,45721,735,180,player_B
2061,63,45722,730,187,player_B
2062,63,45723,726,191,player_B
2063,63,45724,722,197,player_B
2064,63,45725,718,201,player_B
2065,63,45726,714,206,player_B
2066,63,45727,710,210,player_B
2067,63,45728,706,215,player_B
2068,63,45729,702,219,player_B
2069,63,45730,698,222,player_B
2070,63,45731,694,225,player_B
2071,63,45732,690,229,player_B
2072,63,45733,686,231,player_B
2073,64,47111,589,225,player_A
2074,64,47112,601,220,player_A
2075,64,47113,616,214,player_A
2076,64,47114,629,208,player_A
2077,64,47115,640,210,player_A
2078,64,47116,651,214,player_A
2079,64,47117,663,216,player_A
2080,64,47118,674,221,player_A
2081,64,47119,684,223,player_A
2082,64,47120,696,226,player_A
2083,64,47121,707,229,player_A
2084,64,47122,718,231,player_A
2085,64,47123,729,234,player_A
2086,64,47124,741,236,player_A
2087,64,47125,752,238,player_A
2088,64,47126,764,239,player_A
2089,64,47134,855,245,player_A
2090,64,47135,866,245,player_A
2091,64,47136,878,245,player_A
2092,64,47137,889,244,player_A
2093,64,47138,901,243,player_A
2094,64,47139,912,242,player_A
2095,64,47140,924,240,player_A
2096,64,47141,935,240,player_A
2097,64,47142,947,237,player_A
2098,64,47143,959,235,player_A
2099,64,47144,971,233,player_A
2100,64,47145,982,231,player_A
2101,64,47146,993,228,player_A
2102,64,47147,1004,226,player_A
2103,64,47148,1016,222,player_A
2104,64,47149,1027,219,player_A
2105,64,47157,1116,187,player_A
2106,64,47158,1127,181,player_A
2107,64,47159,1138,176,player_A
2108,64,47160,1149,171,player_A
2109,64,47161,1159,173,player_A
2110,64,47162,1167,177,player_A
2111,64,47163,1176,180,player_A
2112,64,47164,1185,184,player_A
2113,64,47165,1193,187,player_A
2114,64,47166,1201,190,player_A
2115,64,47167,1210,194,player_A
2116,64,47168,1218,196,player_A
2117,64,47169,1226,199,player_A
2118,64,47170,1234,201,player_A
2119,64,47171,1242,203,player_A
2120,64,47172,1250,205,player_A
2121,65,49246,844,219,player_A
2122,65,49247,855,218,player_A
2123,65,49248,866,217,player_A
2124,65,49249,878,213,player_A
2125,65,49250,890,210,player_A
2126,65,49251,901,208,player_A
2127,65,49252,913,204,player_A
2128,65,49253,924,201,player_A
2129,65,49254,936,198,player_A
2130,65,49255,947,194,player_A
2131,65,49256,959,190,player_A
2132,65,49257,970,186,player_A
2133,65,49258,982,181,player_A
2134,65,49259,993,176,player_A
2135,65,49260,1005,172,player_A
2136,65,49261,1016,166,player_A
2137,65,49262,1027,160,player_A
2138,65,49263,1040,155,player_A
2139,65,49264,1051,149,player_A
2140,65,49265,1063,143,player_A
2141,65,49266,1074,140,player_A
2142,65,49267,1083,144,player_A
2143,65,49268,1092,148,player_A
2144,65,49269,1101,152,player_A
2145,65,49270,1111,155,player_A
2146,65,49271,1120,158,player_A
2147,65,49272,1129,161,player_A
2148,65,49273,1139,164,player_A
2149,65,49274,1147,167,player_A
2150,65,49275,1157,169,player_A
2151,65,49276,1165,171,player_A
2152,65,49277,1175,172,player_A
2153,66,49327,925,248,player_B
2154,66,49328,914,247,player_B
2155,66,49329,903,246,player_B
2156,66,49330,892,244,player_B
2157,66,49331,882,242,player_B
2158,66,49332,870,241,player_B
2159,66,49333,860,238,player_B
2160,66,49334,849,236,player_B
2161,66,49335,839,233,player_B
2162,66,49336,828,231,player_B
2163,66,49337,818,228,player_B
2164,66,49338,808,225,player_B
2165,66,49339,798,221,player_B
2166,66,49340,787,218,player_B
2167,66,49341,778,215,player_B
2168,66,49342,767,210,player_B
2169,66,49348,711,184,player_B
2170,66,49349,701,179,player_B
2171,66,49350,692,175,player_B
2172,66,49351,683,171,player_B
2173,66,49352,676,174,player_B
2174,66,49353,670,180,player_B
2175,66,49354,664,186,player_B
2176,66,49355,657,191,player_B
2177,66,49356,651,195,player_B
2178,66,49357,645,200,player_B
2179,66,49358,639,205,player_B
2180,66,49359,633,209,player_B
2181,66,49360,626,214,player_B
2182,66,49361,622,218,player_B
2183,66,49362,615,222,player_B
2184,66,49363,610,225,player_B
2185,67,49408,841,229,player_A
2186,67,49409,855,225,player_A
2187,67,49410,868,222,player_A
2188,67,49411,882,218,player_A
2189,67,49412,896,214,player_A
2190,67,49413,908,209,player_A
2191,67,49414,924,205,player_A
2192,67,49415,937,201,player_A
2193,67,49416,951,196,player_A
2194,67,49417,965,191,player_A
2195,67,49418,979,186,player_A
2196,67,49419,993,180,player_A
2197,67,49420,1007,174,player_A
2198,67,49421,1021,168,player_A
2199,67,49422,1035,162,player_A
2200,67,49423,1050,154,player_A
2201,67,49427,1105,127,player_A
2202,67,49428,1120,119,player_A
2203,67,49429,1133,111,player_A
2204,67,49430,1147,104,player_A
2205,67,49431,1160,106,player_A
2206,67,49432,1172,110,player_A
2207,67,49433,1184,114,player_A
2208,67,49434,1196,117,player_A
2209,67,49435,1207,120,player_A
2210,67,49436,1219,124,player_A
2211,67,49437,1231,127,player_A
2212,67,49438,1243,129,player_A
2213,67,49439,1256,132,player_A
2214,67,49440,1267,134,player_A
2215,67,49441,1278,136,player_A
2216,67,49442,1290,137,player_A
2217,68,49486,911,230,player_B
2218,68,49487,903,227,player_B
2219,68,49488,894,225,player_B
2220,68,49489,886,223,player_B
2221,68,49490,877,220,player_B
2222,68,49491,869,217,player_B
2223,68,49492,861,214,player_B
2224,68,49493,853,210,player_B
2225,68,49494,845,207,player_B
2226,68,49495,838,203,player_B
2227,68,49496,831,200,player_B
2228,68,49497,823,196,player_B
2229,68,49498,816,192,player_B
2230,68,49499,809,188,player_B
2231,68,49500,802,184,player_B
2232,68,49501,795,180,player_B
2233,68,49502,789,182,player_B
2234,68,49503,785,189,player_B
2235,68,49504,781,195,player_B
2236,68,49505,776,201,player_B
2237,68,49506,772,206,player_B
2238,68,49507,767,211,player_B
2239,68,49508,763,216,player_B
2240,68,49509,758,222,player_B
2241,68,49510,754,226,player_B
2242,68,49511,750,231,player_B
2243,68,49512,746,234,player_B
2244,68,49513,742,238,player_B
2245,69,49561,869,272,player_A
2246,69,49562,879,270,player_A
2247,69,49563,889,268,player_A
2248,69,49564,899,266,player_A
2249,69,49565,908,264,player_A
2250,69,49566,918,261,player_A
2251,69,49567,927,258,player_A
2252,69,49568,937,256,player_A
2253,69,49569,947,252,player_A
2254,69,49570,957,248,player_A
2255,69,49571,967,246,player_A
2256,69,49572,976,242,player_A
2257,69,49573,985,238,player_A
2258,69,49574,995,234,player_A
2259,69,49575,1005,230,player_A
2260,69,49576,1015,225,player_A
2261,69,49585,1102,175,player_A
2262,69,49586,1112,168,player_A
2263,69,49587,1122,161,player_A
2264,69,49588,1131,156,player_A
2265,69,49589,1139,160,player_A
2266,69,49590,1146,164,player_A
2267,69,49591,1153,169,player_A
2268,69,49592,1160,173,player_A
2269,69,49593,1167,176,player_A
2270,69,49594,1174,180,player_A
2271,69,49595,1181,184,player_A
2272,69,49596,1188,187,player_A
2273,69,49597,1195,190,player_A
2274,69,49598,1202,193,player_A
2275,69,49599,1209,196,player_A
2276,69,49600,1216,198,player_A
2277,70,69173,864,272,player_A
2278,70,69174,876,272,player_A
2279,70,69175,890,272,player_A
2280,70,69176,903,273,player_A
2281,70,69177,916,271,player_A
2282,70,69178,928,271,player_A
2283,70,69179,941,269,player_A
2284,70,69180,953,269,player_A
2285,70,69181,966,267,player_A
2286,70,69182,978,266,player_A
2287,70,69183,990,264,player_A
2288,70,69184,1002,261,player_A
2289,70,69185,1013,259,player_A
2290,70,69186,1025,257,player_A
2291,70,69187,1036,254,player_A
2292,70,69188,1048,251,player_A
2293,70,69197,1141,214,player_A
2294,70,69198,1151,209,player_A
2295,70,69199,1161,204,player_A
2296,70,69200,1170,199,player_A
2297,70,69201,1182,202,player_A
2298,70,69202,1192,208,player_A
2299,70,69203,1203,214,player_A
2300,70,69204,1214,218,player_A
2301,70,69205,1225,224,player_A
2302,70,69206,1235,229,player_A
2303,70,69207,1245,232,player_A
2304,70,69208,1255,237,player_A
2305,70,69209,1266,241,player_A
2306,70,69210,1276,244,player_A
2307,70,69211,1286,247,player_A
2308,70,69212,1295,250,player_A
2309,71,69240,973,268,player_B
2310,71,69241,951,264,player_B
2311,71,69242,928,260,player_B
2312,71,69243,907,256,player_B
2313,71,69244,883,251,player_B
2314,71,69245,860,245,player_B
2315,71,69246,838,239,player_B
2316,71,69247,815,233,player_B
2317,71,69248,792,227,player_B
2318,71,69249,770,221,player_B
2319,71,69250,747,213,player_B
2320,71,69251,725,206,player_B
2321,71,69252,702,197,player_B
2322,71,69253,680,189,player_B
2323,71,69254,657,181,player_B
2324,71,69255,635,172,player_B
2325,71,69256,613,162,player_B
2326,71,69257,591,153,player_B
2327,71,69258,569,143,player_B
2328,71,69259,547,134,player_B
2329,71,69260,526,137,player_B
2330,71,69261,504,143,player_B
2331,71,69262,482,149,player_B
2332,71,69263,461,154,player_B
2333,71,69264,440,160,player_B
2334,71,69265,419,164,player_B
2335,71,69266,395,170,player_B
2336,71,69267,373,174,player_B
2337,71,69268,351,178,player_B
2338,71,69269,329,181,player_B
2339,71,69270,308,185,player_B
2340,71,69271,284,188,player_B
2341,72,69297,825,259,player_A
2342,72,69298,852,257,player_A
2343,72,69299,876,255,player_A
2344,72,69300,902,252,player_A
2345,72,69301,926,249,player_A
2346,72,69302,950,246,player_A
2347,72,69303,973,242,player_A
2348,72,69304,994,239,player_A
2349,72,69305,1016,234,player_A
2350,72,69306,1037,230,player_A
2351,72,69307,1057,226,player_A
2352,72,69308,1077,221,player_A
2353,72,69309,1095,216,player_A
2354,72,69310,1114,211,player_A
2355,72,69311,1132,205,player_A
2356,72,69312,1150,200,player_A
2357,72,69313,1166,194,player_A
2358,72,69314,1183,188,player_A
2359,72,69315,1198,191,player_A
2360,72,69316,1213,199,player_A
2361,72,69317,1228,207,player_A
2362,72,69318,1242,215,player_A
2363,72,69319,1257,222,player_A
2364,72,69320,1271,229,player_A
2365,72,69321,1284,235,player_A
2366,72,69322,1296,241,player_A
2367,72,69323,1309,246,player_A
2368,72,69324,1322,251,player_A
2369,72,69325,1335,256,player_A
2370,72,69326,1346,260,player_A
2371,73,69346,986,254,player_B
2372,73,69347,959,248,player_B
2373,73,69348,932,243,player_B
2374,73,69349,905,237,player_B
2375,73,69350,876,230,player_B
2376,73,69351,850,223,player_B
2377,73,69352,824,217,player_B
2378,73,69353,795,207,player_B
2379,73,69354,768,199,player_B
2380,73,69355,741,191,player_B
2381,73,69356,713,181,player_B
2382,73,69357,687,173,player_B
2383,73,69358,659,162,player_B
2384,73,69359,633,152,player_B
2385,73,69360,607,142,player_B
2386,73,69361,582,144,player_B
2387,73,69362,558,150,player_B
2388,73,69363,533,155,player_B
2389,73,69364,508,162,player_B
2390,73,69365,484,167,player_B
2391,73,69366,460,172,player_B
2392,73,69367,434,177,player_B
2393,73,69368,408,181,player_B
2394,73,69369,384,185,player_B
2395,73,69370,360,189,player_B
2396,73,69371,335,191,player_B
2397,73,69372,309,194,player_B
2398,74,69395,802,257,player_A
2399,74,69396,832,256,player_A
2400,74,69397,860,254,player_A
2401,74,69398,890,252,player_A
2402,74,69399,918,249,player_A
2403,74,69400,942,247,player_A
2404,74,69401,970,243,player_A
2405,74,69402,993,240,player_A
2406,74,69403,1017,236,player_A
2407,74,69404,1040,233,player_A
2408,74,69405,1062,228,player_A
2409,74,69406,1085,224,player_A
2410,74,69407,1105,219,player_A
2411,74,69408,1125,215,player_A
2412,74,69409,1145,210,player_A
2413,74,69410,1165,205,player_A
2414,74,69411,1183,200,player_A
2415,74,69412,1200,195,player_A
2416,74,69413,1218,201,player_A
2417,74,69414,1235,208,player_A
2418,74,69415,1251,216,player_A
2419,74,69416,1268,224,player_A
2420,74,69417,1284,230,player_A
2421,74,69418,1300,236,player_A
2422,74,69419,1315,243,player_A
2423,74,69420,1331,248,player_A
2424,74,69421,1345,253,player_A
2425,74,69422,1360,258,player_A
2426,74,69423,1374,263,player_A
2427,74,69424,1388,266,player_A
2428,75,69440,995,264,player_B
2429,75,69441,968,261,player_B
2430,75,69442,938,257,player_B
2431,75,69443,914,253,player_B
2432,75,69444,884,248,player_B
2433,75,69445,855,242,player_B
2434,75,69446,828,236,player_B
2435,75,69447,800,230,player_B
2436,75,69448,771,223,player_B
2437,75,69449,745,217,player_B
2438,75,69450,716,209,player_B
2439,75,69451,688,200,player_B
2440,75,69452,661,192,player_B
2441,75,69453,634,184,player_B
2442,75,69454,607,175,player_B
2443,75,69455,579,165,player_B
2444,75,69456,553,155,player_B
2445,75,69457,526,145,player_B
2446,75,69458,501,147,player_B
2447,75,69459,476,154,player_B
2448,75,69460,451,160,player_B
2449,75,69461,428,165,player_B
2450,75,69462,399,172,player_B
2451,75,69463,374,177,player_B
2452,75,69464,349,181,player_B
2453,75,69465,323,185,player_B
2454,75,69466,297,189,player_B
2455,75,69467,272,193,player_B
2456,75,69468,245,196,player_B
2457,75,69469,221,199,player_B
2458,76,69489,813,255,player_A
2459,76,69490,842,253,player_A
2460,76,69491,869,251,player_A
2461,76,69492,897,249,player_A
2462,76,69493,924,246,player_A
2463,76,69494,949,243,player_A
2464,76,69495,974,239,player_A
2465,76,69496,998,236,player_A
2466,76,69497,1020,232,player_A
2467,76,69498,1043,227,player_A
2468,76,69499,1065,223,player_A
2469,76,69500,1086,218,player_A
2470,76,69501,1106,214,player_A
2471,76,69502,1126,208,player_A
2472,76,69503,1146,203,player_A
2473,76,69504,1165,198,player_A
2474,76,69505,1182,194,player_A
2475,76,69506,1200,201,player_A
2476,76,69507,1218,209,player_A
2477,76,69508,1234,215,player_A
2478,76,69509,1251,222,player_A
2479,76,69510,1267,228,player_A
2480,76,69511,1283,234,player_A
2481,76,69512,1298,239,player_A
2482,76,69513,1313,244,player_A
2483,76,69514,1328,248,player_A
2484,76,69515,1343,253,player_A
2485,76,69516,1357,257,player_A
2486,76,69517,1371,260,player_A
2487,77,69535,972,266,player_B
2488,77,69536,946,263,player_B
2489,77,69537,920,259,player_B
2490,77,69538,893,255,player_B
2491,77,69539,866,249,player_B
2492,77,69540,840,244,player_B
2493,77,69541,814,239,player_B
2494,77,69542,788,232,player_B
2495,77,69543,761,226,player_B
2496,77,69544,737,220,player_B
2497,77,69545,709,212,player_B
2498,77,69546,684,204,player_B
2499,77,69547,658,197,player_B
2500,77,69548,634,189,player_B
2501,77,69549,609,180,player_B
2502,77,69550,584,171,player_B
2503,77,69551,559,163,player_B
2504,77,69552,535,156,player_B
2505,77,69553,511,162,player_B
2506,77,69554,487,168,player_B
2507,77,69555,464,174,player_B
2508,77,69556,442,179,player_B
2509,77,69557,416,184,player_B
2510,77,69558,392,188,player_B
2511,77,69559,369,192,player_B
2512,77,69560,346,196,player_B
2513,77,69561,323,199,player_B
2514,77,69562,299,202,player_B
2515,77,69563,275,205,player_B
2516,77,69564,251,208,player_B
2517,78,69585,818,265,player_A
2518,78,69586,847,263,player_A
2519,78,69587,875,262,player_A
2520,78,69588,904,259,player_A
2521,78,69589,928,257,player_A
2522,78,69590,955,253,player_A
2523,78,69591,979,249,player_A
2524,78,69592,1004,246,player_A
2525,78,69593,1028,242,player_A
2526,78,69594,1051,238,player_A
2527,78,69595,1073,233,player_A
2528,78,69596,1094,228,player_A
2529,78,69597,1115,223,player_A
2530,78,69598,1135,218,player_A
2531,78,69599,1155,213,player_A
2532,78,69600,1174,208,player_A
2533,78,69601,1193,202,player_A
2534,78,69602,1211,196,player_A
2535,78,69603,1228,200,player_A
2536,78,69604,1245,207,player_A
2537,78,69605,1261,214,player_A
2538,78,69606,1278,222,player_A
2539,78,69607,1293,227,player_A
2540,78,69608,1309,233,player_A
2541,78,69609,1324,239,player_A
2542,78,69610,1339,244,player_A
2543,78,69611,1354,248,player_A
2544,78,69612,1368,253,player_A
2545,78,69613,1381,257,player_A
2546,78,69614,1396,260,player_A
2547,79,69637,973,259,player_B
2548,79,69638,949,255,player_B
2549,79,69639,926,250,player_B
2550,79,69640,902,244,player_B
2551,79,69641,878,238,player_B
2552,79,69642,853,232,player_B
2553,79,69643,830,225,player_B
2554,79,69644,806,219,player_B
2555,79,69645,781,211,player_B
2556,79,69646,759,203,player_B
2557,79,69647,735,195,player_B
2558,79,69648,712,186,player_B
2559,79,69649,688,178,player_B
2560,79,69650,666,169,player_B
2561,79,69651,643,159,player_B
2562,79,69652,620,150,player_B
2563,79,69653,598,150,player_B
2564,79,69654,577,156,player_B
2565,79,69655,556,162,player_B
2566,79,69656,535,169,player_B
2567,79,69657,514,174,player_B
2568,79,69658,492,180,player_B
2569,79,69659,472,184,player_B
2570,79,69660,449,190,player_B
2571,79,69661,428,194,player_B
2572,79,69662,406,197,player_B
2573,79,69663,384,202,player_B
2574,79,69664,362,205,player_B
2575,80,69688,813,257,player_A
2576,80,69689,845,255,player_A
2577,80,69690,873,253,player_A
2578,80,69691,903,249,player_A
2579,80,69692,931,247,player_A
2580,80,69693,959,243,player_A
2581,80,69694,984,239,player_A
2582,80,69695,1010,234,player_A
2583,80,69696,1034,230,player_A
2584,80,69697,1058,225,player_A
2585,80,69698,1081,220,player_A
2586,80,69699,1103,215,player_A
2587,80,69700,1123,211,player_A
2588,80,69701,1145,204,player_A
2589,80,69702,1164,198,player_A
2590,80,69703,1183,196,player_A
2591,80,69704,1200,205,player_A
2592,80,69705,1219,214,player_A
2593,80,69706,1235,222,player_A
2594,80,69707,1252,229,player_A
2595,80,69708,1269,236,player_A
2596,80,69709,1285,243,player_A
2597,80,69710,1300,249,player_A
2598,80,69711,1316,256,player_A
2599,80,69712,1330,260,player_A
2600,80,69713,1345,265,player_A
2601,80,69714,1358,270,player_A
2602,80,69715,1373,274,player_A
2603,81,69750,1001,283,player_B
2604,81,69751,971,276,player_B
2605,81,69752,941,270,player_B
2606,81,69753,913,262,player_B
2607,81,69754,882,253,player_B
2608,81,69755,852,243,player_B
2609,81,69756,823,235,player_B
2610,81,69757,793,224,player_B
2611,81,69758,762,213,player_B
2612,81,69759,734,202,player_B
2613,81,69760,704,190,player_B
2614,81,69761,675,178,player_B
2615,81,69762,646,165,player_B
2616,81,69763,617,151,player_B
2617,81,69764,586,148,player_B
2618,81,69765,552,155,player_B
2619,81,69766,516,162,player_B
2620,81,69767,481,168,player_B
2621,81,69768,447,174,player_B
2622,81,69769,406,180,player_B
2623,81,69770,371,184,player_B
2624,81,69771,336,188,player_B
2625,81,69772,298,191,player_B
2626,81,69773,260,195,player_B
2627,81,69774,223,198,player_B
